ulevel,comment,score,uname,uid
5,拉,4,云与阳,361073943
6,对于日本电影来说，是充满日本传统文化和特色的电影,10,二啦不二,293673997
5,赞,10,贤狼邪剑,166340991
5,特效还行，剧情有点一言难尽了,6,风中雨间,1216394612
6,好,10,半灵夜天樱,346179859
4,66666666666666666666666,10,设计师梁子,1429708590
5,去掉感情戏，我觉得蛮好的，这不明所以的感情戏确实很拉观感,6,ヾ长夜,209523168
6,我也评价一下吧 当时在电影院看的时候 就觉得这开场过于莫名其妙 又是恋爱脑又是坑人 黑猫出现的动机也很模糊 唯一能圆上给人震撼的就是结尾部分。,4,韵律原点Aroaca,84856096
6,小瑕疵有的，总体很棒，是电影院佳作（另任何说铃芽是恋爱脑的统一视为没看懂就在叫）,10,渚風汐華,35596595
6,后半程剧情三观崩坏，新海诚不戒掉他那个恋爱脑这辈子都别想再出好作品了,6,无心之花loseart,383263747
5,哭死,10,yys-nn,1725606315
6,很好看,10,布莱德杰瑞BJ,84273879
5,期待下一个三年,10,后世丶在缘,447449035
6,一般般吧,6,Artorias白,41168357
6,不错,10,纳西妲的草神,455656492
6,很好看 感情戏在多点就好了,10,神刀丶丛雨,2615907
6,感情线有点突兀，不过自我救赎的故事还是很不错的,8,结语同学,13781864
5,好,10,陌道回首,135110401
4,真的很好看,10,好困想睡睡觉,691787774
5,NB,10,我是李雨昊,357970186
6,凳子真男主 只能说期待下一部新海诚作品,10,不忘-研-D_Decker,37526548
5,yes,10,旻旻馅糯米团子,691051802
6,超级棒！！电影院三刷四张票，看着上头～！,10,神秘の萝卜,6665082
6,画面音乐都是一等一的，但这次的剧情只能算及格水平,6,仲间との绊,44789027
5,爱看,10,Soyoovo,349361413
6,就算只看画面也还是值得一看的，适合再加一个小时调整节奏的话会好很多。格局大一些，不要当作普通恋爱剧来看。,10,Tsukitowo,13895256
5,看完感觉很震撼，比上一部感觉更震撼一些。,10,可恶西红柿,1393050716
5,确实挺不错的,10,誰の桜,351657830
6,《是，大臣》,10,CKCP,4866610
5,佳作,10,夜少鸟,488880420
5,三年之约,10,爱吃KFC的仓鼠,477676602
6,画面好看，剧情一般,6,乌鸦神TM坐飞机,195328547
5,再看一遍,10,我不做猪了up,490785963
4,什么都想讲，结果最期待的感情线莫名其妙,4,轻松日记,1333740759
5,观众的眼光和期望变高了，所以我给五星,10,御晓梦,322192095
6,无论怎么讲，五星好吧，无脑一星的，我只能说，我感觉好看，你感觉不好看，就这样。,10,你们不能这样子,199070744
5,好看,10,你是A和V后面两个英语,395005074
5,你终于来了啊，好耶，哟西，等了好久了,10,猫猫散丶,475325659
5,经典公路片,8,大研鬼真真,172907648
6,画风还是一如既往的那个味道，虽说男女主感情线刻画比较薄弱但瑕不掩瑜，特效、画面、音乐表现力满分！在电影院刷了好多次，值得一看 期待诚哥下一部作品能够带来更多的惊喜 还会继续支持下去！,10,苏柒儿の,179136341
5,我认为全平行宇宙第一了，虐心程度最无敌再无敌的番，史上最暗黑的神中神之作，剧情、感情、画面、深度、配乐，无论哪个方面没有任何槽点，无法控制自己，把苦难无限放大真的很牛逼了，短评有限就这样了，不是商业片,10,空岛服小淘淘,181031251
6,！,10,江江TG,88775739
5,你做的好啊,10,寂寞魔王大人,526125755
6,一部充满爱与希望的作品，抚慰人心，憧憬未来。,10,own丶lucky,624665
6,电影院看过的，没想到这么快就搬过来了，补分,10,凛凛蝶双炽永生永世,183604854
4,可以了,10,erenmikan,310906260
6,虽然看了几遍，但还是看不明白，剧情有不少莫名其妙的地方，单还是看着很震撼，BGM很好听,6,Clannad_一之濑琴美_,604927436
5,非常好的一部触动人心的动画电影…祝铃芽草太要一直在一起。,10,樱初璃纱Antalucia,287390827
6,人文关怀是最大的亮点，但叙事太零碎，男女主感情线很鸡肋。,8,买麻藤孢子,13140899
5,剧情不够连贯，感情戏略显突兀，没有前两部带给我的惊喜多。感觉也就画面和音乐可以,6,_余烬-,479916535
6,三年之期已到,10,羽落星扬,156341222
4,终于等到了！！,10,海浪涛涛zht,493988206
5,新海诚,10,剁椒鱼头好c,418031132
5,在电影院看的挺好的 这么多人打差评希望不是跟风吧,10,亲亲多娜,1379772089
5,可以的。,10,STEVEN-EN,1288128395
6,这个好哎,10,昨日的笑,226259227
5,电影院看的观感很好,10,瀚冗,378821160
6,好,10,万由WanY0u,15468769
6,情怀两分，内容一分,6,渚崎汐,478056554
4,配音好接地气,10,dwh回复地方,486511326
5,真的很好看！！！！,10,查理苏和我结婚,30083981
6,可以的铃芽可爱捏,10,SOS团三杰世上,185424106
5,好,10,端起杯子,406251263
6,非常好画面，爱来自新海诚,10,琼砡,264079590
5,好看！,10,阿晓の,527179538
6,一般,8,隔壁超市薯片半价_,286713527
5,牛逼,10,jo瑟夫承太郎,518480126
5,感动哒,10,花海As,472456344
6,诚叔叔稳定进步之作，相比之下还是更喜欢天气之子的叛逆吧,8,虫子的哥哥,34447370
5,远低于期望,8,1048596,399975278
5,一般有点像史,6,溪磊,65344506
5,真的很不错啊，立意最好的一部，诚哥还是被迫写感情线的，可惜呀，本来能写的更好,10,勿念心愿,43708071
5,没的说，就是很好看！,10,好一个黑长直,435671624
5,剧情一般,6,沐兮之矣,473982251
5,好看,10,遗忘也是一件好事,1996453597
5,完美的电影，第一部在电影院看完的新海诚作品，剧情的紧张和旅途中的感动无疑是完美的，尽管在人物塑造方面略有瑕疵，但瑕不掩瑜,10,彼特beetle,1365732524
4,很奇怪,6,没有后悔药_-,3461572647193276
4,挺喜欢的,10,bili_12478778356,1403615320
5,所以说呀，人一定要有耐心，说不定就能等到自己想要的人,10,妄想逃离现实,449502343
5,音乐很好，但感觉情感在高潮时没上去，还有我看不太懂大臣为什么要这么帮铃芽，剧情有点牵强了，但画面和音乐很神，总的来说还挺不错的。,8,喵不喵不嘛,627000966
5,画面配乐顶级，剧情不明所以,8,春暖花又开-,520030294
5,电影院看过了，来补个五星，还有就是别因为前两部内容有爱情就理所当然地认为这也是讲爱情，比起爱情，新海诚三部曲更多讲的是成长，责任，成长中的迷茫等等青春的故事，谢谢,10,黑蒜不爱吃黑蒜,1237070649
6,千言万语不足以表达你的美好 感谢有你来到我身边！,10,杜朗护盾,102971194
5,很难给高分,6,海的那边是恶魔,660344071
6,二刷的电影，画面还是顶级的好，就是剧情衔接不太好,10,想不出个性的昵称,36544452
4,不知道去电影院看的话会多震撼,10,杝堇,1080896855
6,差强人意吧，我和同学一起去，他早就出去找了个网吧坐着了，哈哈哈,6,呆鹅家的屑女仆,179259166
5,一般,6,绪_321,297751371
5,这绝对不是新海诚的电影,2,沙湫,1947307893
5,都有《你的门子》了，《你的凳子》在哪里？？？,10,思念成破,1217985023
5,确实挺不错的,10,StudyHard94,1072715000
6,感情线最大败笔，看着看着会出戏的程度,4,一只U酱_,1644264
6,挺有意思的，没必要说什么打满分的都违背良心，我在电影院里看的挺开心（看过六百多部番，还算有点鉴赏能力）,10,某个神明,13173553
6,其实还是挺好的,8,春泥棒-_-,287565832
6,好看,10,小蔡蔡cairunguang,269406946
6,电影院看过，特效还不错，剧情迷幻不知所云,6,藿藿香,14789495
5,好,10,審㯸㡓,660396604
6,满分，无需解释,10,亓_0-0,396312091
5,好看的,10,只有6枚硬币了啊,408763920
6,非常好的电影，爱来自电影院,10,御坂16599号,175014581
5,一般,2,雨下阔步,313859592
5,好看，哭死我了,10,曼联7号芒特,689374383
5,确实不错，比上一部《天气之子》好多了！,10,金牌猎手克里,661512410
6,我是四川羌县人，真的很不错的电影呀,10,建国菌,349299880
6,神,10,緒山真尋_official,266865805
5,考虑到同样只是看个画面的电影我这有个垫底的所以给个两三星吧，当时一宿舍一起去看的，给出的评价都是不太行,4,木江杉,176893722
6,随手关门好习惯！,10,花生小菜鸟,36904513
5,换汤不换药,6,辽来赖,479668818
5,好看,10,奕柚1207,1897992648
6,三年之约没什么可说的！,10,イレイナ大好き-,440892312
6,直接采用初案的人设应该会好很多吧。但没办法，一日写爱情，以后的日子就要写爱情了。,6,饿人赵-RaPhone,35842425
5,好看,10,好吃的土豆ser,515805792
5,明明当时骂的人不少，为什么9.8分?,10,缘之没有空,632493093
5,泪目,10,饭卡天天丢,446522675
5,非常好看，电影院第一次看非常震撼,10,可可3f,252950503
5,非常感动,10,下北泽の凉乞钞,412872443
5,5,10,高木与西片千,678890296
5,就值这分，当初看的时候期望报高了,6,Bihexfty,404451660
5,中规中矩,6,传奇机长阿拉_佐巴扬,455686563
5,喜欢的,8,悠忧鹿旻鸣旻旻,470988434
5,尊重别人评价，不过我觉得还不错嘿嘿,10,すずめの515,513649578
6,不为什么，这一次的剧情外内容值得满分。剧情也没差到要拉低电影平均分的地步,10,天上的A,82693821
4,新海诚的优点依然明显，画面和音乐很好，但我只能给四星，不能再多了,8,小林家的小肥龙康娜,1055943083
5,剧情漏洞有点多，但不是不能看，分加给配乐和画面,6,炫击勇者,167421629
5,无需多言,10,巴普利卡,411532471
5,nice,10,拘拘俠,417209248
6,和自己的爱情相遇的电影,10,白文-云海间,33098369
6,画面顶级，配乐顶级，剧情节奏可圈可点，电影院之后的重温仍然感人至深,10,白影丶WhiteShadow,14063374
5,三刷,10,Snow-凌雪,425439883
6,好看,10,煜十八,310581175
6,好不好看不评价，但我是真的很喜欢这部,10,安特伊苏拉,318561497
5,第一部逃课去看的电影！三年之约我没有错过！,10,物种突变了,701457520
5,哇呼,10,宫城_-,485138244
5,给铃芽的,10,樱岛同学的黑丝袜,667956452
5,一分给音乐，一分给画面,4,长安世家,1240377805
5,不好评价,4,毒毒子-达纳,404354424
6,感情线处理极其潦草，剧情明显中庸,4,奇怪的姜饼人,395599841
6,一般,8,小pp是我,362351696
5,好,10,银色金属,493505543
6,说实话很一般，只有地震能看,6,一般通过脆脆鲨,295408504
5,依旧值得好看的一部,10,ZUN神,496932725
5,感谢新海诚灾难三部曲陪伴了我整个青春,10,猫猫雨喵,431126894
5,剧情满分，恋爱线。。。。。。恋爱线在哪，为什么女主会喜欢上男主，不写恋爱线就是满分电影,8,心有泠音戏纸鸢,456479975
5,食之无味，弃之可惜。这三分是为了音乐和画面的，剧情是达不到以前的水准了,6,御坂14460号,485883815
5,配乐，画面，剧情都是顶级，看了小说再来看感觉很不一样,10,初心AUO,411287555
5,确实挺不错的,10,计算机5级了罢,1646016379
5,新·壁纸狂魔·万年纯爱战士·海诚的电影必须支持啊,10,轩辕城主,28023796
5,还行,6,蝶恋花Ushio,450193277
5,细细品味，才能理解,10,你这网保快吗,2133010854
6,整体节奏有点快，但故事线还是比较完整的，画面依旧很顶，还就是那个新海诚。很多人把灾难三部曲当成爱情片去看了，这部我看到更多的是亲情，还有新海诚给在311失去亲人的人们一个鼓励。,10,卿如明月,212244763
5,只能说差强人意，感情线安排的有点仓促，不如前两作,8,小鸟游尚文,600198393
5,。,10,萌王最帅22,1663361409
6,整体下来感觉还是挺不错的 惊艳的片段也不少,10,我推saveme,382005475
5,支持！,10,丶丿逍遥,485937243
4,nb,10,情却了然,1634676695
5,比天气之子强一点，莫名其妙的感情线,6,帆船不扬,403659069
5,再回味一遍也是令人暖心,10,Memory希尔X,295710668
4,诚哥稳定发挥！！,10,勿忆_梦,1206889119
4,非常不错,10,y白七,327716391
4,爱了爱了,10,是小闽啊,1597880389
5,补评，在电影院看完的，特效跟音效很震撼！不过剧情些有欠缺。,10,麻袋被麻袋装走了,437718388
5,很好,10,No1-lemon,438118998
4,蚓厄真的好像盖侬 ，小破站 nb,10,老流氓吃大米,1890486193
4,还行,10,龙猫cyc,610998443
6,一般般，和同学去电影院看的,4,Winlinsdi,9295335
5,《铃芽之旅》又名《消失的腿》,10,夜空eee,629909761
6,打卡留下纪念。,10,蜜雪冰城桃園直營店,26146856
6,挺喜欢的,10,Azucat_,403416317
5,电影院看过了，最喜欢的一部，实际观感比网上评价真的要好多了,10,老仕人,441499781
5,给最喜欢的女主五星,10,bobo-mazo卡波,354519463
4,爱铃芽,10,做你永远的大臣,649222348
6,比天气之子好看,10,冬雨vv,271187708
5,好好好,10,不愧是我wa,364229056
6,好看,10,BestBAT,38880106
5,好耶,10,1532hhh,632034057
5,东京上空那段好绝反复观摩,10,优雅的斯沃尔特方便面,2010560643
4,值得,10,广森本森,1605382411
6,用心做美术，用脚写剧情，新海诚没活儿可以咬打火机，还惦记这你那天灾、男女、玄幻三板斧呐,2,Non-Pop,302217563
5,电影院看完，再补一遍，真的好好看啊,10,胆小好色憨8嘎,532690897
5,公路片是这样的，言叶和秒速的水平再也达不到了。画面与音乐确实不错,4,渔火er,364354986
6,还是不错的，剧情里面没有新海诚式的MV有点可惜，感情线确实是有点差了,10,Viper0523,134803849
6,哪怕银幕上的美景再为精细，剧情上的难以支撑也会轻而易举地使整部电影崩塌。,6,Mikoto_Setsuna,449348099
6,中规中矩 画风 分镜 特效 音乐 配音都还算不错，但是剧情上稍微差了点，即使是作为公路片不去和新海诚前几部作品相比较，但是剧情仍略逊于市面上其他公路片。可惜了…,6,明天雨会停吗,4379490
5,配乐YYDS，新海诚也牛逼，画面也好，虽然故事讲述一般吧，但最后三分钟真挺牛逼的。,10,重生之驻韩美军当司令,313238679
5,感情戏不够好，还是更喜欢秒五,8,躲在家里的友军,450141223
5,看完小说和电影，但真无法完全理解男女主之间的爱情线,8,小伊8528,394146883
6,噜 噜噜噜噜噜 噜噜噜噜噜噜噜,10,断晨の曦,13976055
4,不知道怎么会有9.8,2,好想Tla啊,494052838
4,不错,8,超级莜莜大王,521715624
6,最喜欢的一集（真心）,10,舔着冰棒的太阳,364298703
5,影院体验满分！,10,小摆不算摆o_O,488362933
5,感情线确实是一败笔 有点牵强 但还是非常好看,10,-白想活着-,359046139
5,说实话一般般，我是在电影院看的，当时很期待看完后感觉还不如前面的作品,6,海北屿,572268804
5,满分,10,とある科學の布束砥信,2126903225
6,期待再一个三年，新海诚无需多言,10,擅长夜战的笨蛋,2609640
5,本想打四星，但一看评分9.8，只好打一星拉低一下,2,はやて-Hayate,442843204
5,"草铃是今年最喜欢的产品，小铃芽也是我心目中最向往的女高中生类型很幸运能在高三最崩溃的时候遇到这部电影，让我能有信心度过这最黑暗的那段时光(՞ . .՞)""",10,甜梦天使兔,345900605
6,还行，只能说还行,6,冷鸢youes,283712410
6,很好看，期待下一部三年之作,10,天枢名镇,472155130
5,电影院3刷,10,鴦龑,1354504453
6,9.8 嗯 有审美的,2,曹仁南蛮何时剿,42850272
5,挺好的，就是去除感情戏更好了,8,坤の特搜,590191244
6,电影院看了6遍，只要不是恋爱脑看起来观感还不错，尤其是在电影院杜比音效的加持下,10,ghvhhgg,183827762
5,我以为是因为愧疚没想到她是因为爱情。一般般吧，当时电影院中途就有人走了，我也是耐着性子看完的。,6,村重结月,400378635
6,你只看一遍，不想打五星是很正常的，但我看了很多遍,10,尾岚让我陷入疯狂,397241656
6,好耶,10,甘楽Z,32921266
5,好看,10,睡羊努力不熬夜,216951548
5,！,10,皮什么的不存在的,195616436
5,一开始看完的时候有落差感，但后来发现，能打铃芽的还真没几个,10,Cavillra,382848556
5,电影院看的第一遍，只能说诚哥壁纸画的依然nb，音乐依然顶尖,10,林夕笛牧,506734654
6,新海诚的画面音乐自然是没得说，但剧情实在是有点迷，或者说风格转变太大了,6,归阳饮晚风,137237549
6,最大的问题是主线混乱，何必加这一条突兀的感情线呢？,6,neo_exe,268966038
5,还可以,8,轻了个提,471292390
6,好看，爱看,10,古河秋生-,11726070
5,经典,10,-洛-槿-,442355796
5,好好,10,002快出第二季,601303231
5,ㄟ(≧◇≦)ㄏ,10,约翰--沃克,520236450
6,满昏！,10,再浪就剁手,45454785
6,喜欢,10,果冻今天很甜,5874700
4,好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好,10,等闲默白,395088504
6,″复活吧，我的爱人！″,6,Chu滁,306359681
5,好看,10,卡时ks,392563076
5,电影院看了两遍，挺喜欢的,10,-白衔,444840569
4,还行，就是讲的有点乱，但是电影院看的时候还是很震撼的,8,YakumoYukari八云,496875212
5,核动力少女的自我救赎之旅！拯救世界最后发现拯救的也是自己真的太戳我了！再次出发吧铃芽,10,xxxibgdrgn肠,37340051
5,值得去电影院看,10,画个圈圈哟,475034830
5,想做很多却都不太好,4,receive-SIA,252162322
5,感情线莫名奇妙，其他的还行,8,樱小路ルナ,1176557812
5,好,10,液氧苏桃,436819521
5,特效一流剧情一般,10,五月后的舞跃,387103274
6,剧情一般，画的不错。,8,AHMAUD,271936918
5,好,10,扬泽硕,482295885
5,其它平台都有中文字慕，就你没有。,10,什么都很美,1820175077
6,在电影院看哭了,10,永远喜欢藤原千花,475072198
6,好看 爱看,10,miyuur,282827571
4,诚哥出品，必是精品,10,中野ya,1432044269
6,仔细看的话，你会看懂的，好看无需多言,10,桜花の宠物,87448915
6,相比灾难三部曲的前两部以恋爱为主题，铃芽之旅更多的是描写灾难创伤的治愈之旅。这是新海诚作品里我最喜欢的一部,10,-布束砥信-,170111114
0,好看,10,账号已注销,1961956436
5,好！！！！！！！！！！！！！！！！！！！！,10,同じ高みへ,350239199
5,剧情有些莫名奇妙，感觉不如...元神,6,农某人,399421220
4,阿B你就是我的神,10,余笙Official,606944878
5,一分特效演出，一分音乐，一分大臣，剧情倒扣一分。,4,曹沈升,340818531
6,纪念23.3.23,10,潮鸣渚岸渐汐风,352953345
5,剧情太赶了,6,枝江神童,198389852
5,期待下一部,10,湖北京有点的,264372429
5,电影院看的首首播现在再看一次,10,我是阳菜の狗,526659196
6,期待下一部作品,10,菠丿萝,88191583
6,我能理解新海诚为什么非得加爱情线。,8,MarsGalaxy,25373801
6,ao,10,捡来的兔子,106786259
5,商业化的佳作,8,牛肉丸敬告z,431172302
5,好看！,10,Dra____,450429704
5,看了好几遍的作品,10,清で恋,399481640
6,好好好,10,しょうShao,36386608
6,好看,10,双倍元气弹,299353729
6,b站补个分,10,弊害を封じる者,85443450
5,你的门子,10,mocuishle7,343868335
4,爱情线写的很烂，主题很好的电影，可惜了（只是听说，新海诚原定是亲情）,6,初冬与盛夏,499977108
6,好,10,拉毗的老公,95799687
5,整体来说还算行吧，但是它是新海诚的作品，相较于前几部来说还是差强人意了，不过也不怪新海诚了，再等三年观望一下,8,宅之物,1078519701
4,虽然不怎么样，但是还是打五星,10,熬风根,1734192276
6,剧情迷糊下降，恋爱脑，画面很震撼，推荐电影院看,6,万世虚无,272818886
5,电影院看的，很不错,10,奶丝兔米兔_,354925216
5,可惜没有跟她一起看,10,白也不白,276561089
5,能接受,8,篷菜山辉夜,1889657264
5,画面无敌，剧情有些牵强了,8,ですRikka,485379535
5,我害怕的不是死，而是没有草太的世界！,10,溪树tree,400116325
5,真的很爱这部作品，各位可以一看,10,机智的羊儿,165837953
5,u1s1真的别因为前两部感情线做的比较好就因为这部感情线有点牵强就否定这部电影，更宏观的主题和完美的音画体验才是更值得我们去体验和关注的好吧～我们铃芽狠狠地win！,10,Rc_化野,280699672
5,不错的动漫,10,篱语_,500225252
5,一如既往优秀的作画与配乐，立意主旨很好，可惜在剧情节奏篇幅上没能好好把控，给人的观感直线下降,6,华潇,398895796
5,剧情上是多主题的，但没有很深入，总感觉浮于表面（？,8,To-space,509492943
5,草太的刻画较为单薄,8,殇懿辰,364774585
4,新海诚不多说好吧，虽然没有前两部质量高，但还是永远的神,10,如花火般涌现,507979635
5,电影主题满分，亲情线不错，爱情线不行，4.5分,8,纯真易骗,493235137
5,天气之子起码还有循序渐进的逻辑剧情，玲芽真的就一切都来的很突然，突兀的男主，突兀的猫，突兀的反转，突兀的成长，全片我唯一能受到感动的就只有跟阿姨的互相和解，再给多一个小时修饰或许观感会更好,4,猪猪倒立喝可乐,381606120
5,好看,10,摇晃的顾王飞,2131273666
5,非常好看！！！非常好嗑！！！神作！！！,10,覆面系少年,399886642
4,隐约雷鸣，阴霾天空，即使天无雨，我亦留此地。​,10,_守望之海_,517490001
5,阿b赛高!!,10,苦绿怕command_block,333456731
5,大家都说感情线诟病，但既然导演自己说想做点不一样的东西，我觉得从这部片对生与死的刻画、大灾难面前渺小人类的描写都十分到位。,10,花豹群之Erick,350670813
6,你的门子,8,肯德洛夫司机,35719428
5,高三时期的回忆。,10,贺白不是鹤,488379498
6,神中神,10,五行缺钱wan,646098108
5,完全无法代入剧情，也就画面好看一点，新海诚作品里最无感的一部,6,电波能量,315483640
5,特效真心不错，剧情感觉讲的太急了,6,和泉紗霧Sakura,392695199
5,喜欢,10,一只豌豆鸡,107108248
5,还行,10,威少不传球,437506326
5,大家分都挺低的，我来中和一下,10,魁梧的新春,433398392
5,电影院看过，作画很好，剧情史中史,4,才没有在偷吃,402912137
6,美术风格一如既往得可以，个人觉得从君明开始剧情质量越来越差，最起码得流畅叙事都很难做到，本作中我觉得男女主之间的感情铺垫略薄弱，以至于后面完全无法共情，个人建议诚哥要讲感情就好好讲，讲不清也可以不用讲,6,真红色系,2122655
6,画面很好，就是挺无聊的,6,鼠鼠哈,115306648
6,しかってもらうわ，My darling!,10,秋梦之叶,306488420
5,好耶,10,铃木枕流,617518404
5,去电影院看的，画面，音乐都是顶级的，但是剧情太莫名其妙了,6,可以再努力吧,401102648
5,泪目了，等你上线等得好久啊,10,缭绕的风,1170718866
6,你微笑的样子，为何如此寂寥​      你微笑的样子，为何如此温柔,10,miku殿下的侍从,23563706
6,诚哥yyds！,10,梓酱爱吃柠檬,349460484
4,好看,10,awTW163,1341364354
6,好好好好好好好好好好好,8,一鲲天下,329557692
6,哦哦哦终于有了,10,白开水不加糖520,222250770
6,三刷的含金量！,10,风见一姬--,28600560
5,感情线铺垫太少，且非常突兀，音乐、画面的视觉冲击力、营造的氛围感都非常的优秀出色,10,浅瞳sky_,480499408
6,我好害怕没有诚哥新作的世界,10,Final斯坦,13223854
4,已经四月份在电影院看过了，现在上线了再来回忆一遍!,10,吉吉国民喵白儿,1188007333
6,神,10,-星空小茹official-,474771891
5,确实有问题，但当时给我的震撼到现在都记忆犹新。,10,阿尔法工作室,693432932
6,音乐绝了,10,小猪佩奇pwp,13069512
5,电影很精彩,10,小小鸟儿,1566481
6,必须满分 永远支持新海诚,10,我永远爱加藤惠i,27728115
6,超级好看的小姐姐   铃芽,10,為什么要演奏春日影,119428096
6,真的很喜欢。不知道为什么，特别是到了进入社会的阶段，反而比以前上学的时候更容易被这种儚い夢のような故事感动。,10,夜鹿沉眠于真夜中,352617157
5,好,10,友仁your,592773367
6,电影院二刷，又一个三年之约,10,o莳菌o,27618316
5,好！！！！,10,HiraiArthur,1045712222
5,你bilibili还是给力的,10,一地瓜呀,479408691
5,如果这是集大成之作……但作画还是很美的,8,歩歩-,502904147
5,非常非常震撼，当初在电影院就已经被惊到了,10,巴巴托斯家的阿烁,388249966
5,一般,6,顾新y,526254009
5,好,10,柠檬好吃呀,285148937
5,必看,10,永喜大户爱,470830757
5,nb,10,笙在冬天去春游,315611777
4,在电影院看的，电影院压迫感十足，是部好电影，但我还是喜欢天气之子（doge）,10,孤独-星,518414055
5,如果没有感情线就是好片子,6,琳迹い,364462241
5,问题挺多，看在诚哥的面上4星吧,8,偷心小猎手,630439748
4,影院看过一遍，在这里又看了一遍，总体来说还是很值得看的，并没有说的那么那么拉,10,我其实也还好的,2030738318
5,第一部在电影院看的新海诚电影，观感效果很棒，尤其是《东京上空》很悚，下一个三年再见,10,我的darling在哪,313243889
5,在电影院跟喜欢的人一起看的，可惜没能走到一起,10,kogmor,403120485
5,很喜欢,10,浮生15kj,475366903
5,在电影院看的，配乐和画面场景高度契合，感动的地方是真的有所触动，缺点上主要在男女主的处理有些突兀，总得来说是值得一看的。,8,乱世雄feng,169645352
6,好看,10,重启之人,2850198
6,剧情不知所谓,6,fcgjhijb,92401970
6,只能说一般，人物塑造属实差点，剧情中世界观的阐述也很浅，有些地方莫名其妙的，很仓促，没有前几部好。立意和音乐美术一如既往的好。但非得写爱情线吗？新海诚越来越向商业电影模式靠了，希望坚守做动漫的初心吧。,6,辰宇ま,236470701
6,电影院看的，当时赶上了国语版呜呜，不过中配很优秀，看电影也主要是看剧情，剧情不错，我还买了原作小说看,10,-猫月,449345820
5,好看！！！,8,张小驹,1067247460
6,去影院刷了五次，一次杜比其他都是imax，这部在影厅看的震撼感确实更强些。还没看过的小伙伴最好不要带着看以往诚哥爱情作品的视角来看，只要知道整部主旋律是缅怀受灾群众就好。同时这部的音乐实在太震撼了哈哈,10,幸色の未来,457095472
5,确实不如之前的，而且的感情戏有点差强人意，但是没必要打低分,10,duck不必冫,610756565
6,在电影院要加分，还蛮不错的,10,狐狐狗狗,182745686
4,支持,10,绣瓷猫02,1558143556
4,完美至极，特别感人以我个人之见,10,乔斯达家的18岁绅士,1784824480
5,刚从影院出来的时候懵懵的，回味几遍才想通很多看似不合理的地方，虽然爱情线确实渲染力不够（毕竟作品核心不在此，驱动女主的可能是曾经灾难留下来的伤吧），但不乏是一部不错的作品，作曲部分超满分，太震撼。,10,万事屋銀酱,516361837
6,其实我还是挺喜欢的，不过剧情和人设方面，我更喜欢前两部一些，音乐依旧稳定发挥,10,光影时光流影,218865381
5,三月份一个人看的，现在上线了可以和妈妈再一起看一遍啦(。´▽`。),10,咕咕侠瓦洛佳,1012169274
5,电影院N刷没看够,10,YE_116,296055556
5,还行,8,桐生奈乃花,322309737
6,剧情扣一分,8,㦎花,402966103
5,大爱,10,原屾,1903962912
5,满分,10,魂天帝小王,1869899515
5,剧情问题很严重,6,LtBrackets,501075943
5,太好了,10,Volesively,510989601
6,前中期是极其令人享受的,10,超不起眼的路人,418262756
5,好看,10,cloud云游,259908946
5,只能说是成功的商业片,8,风趣珂学梦,677094777
4,有人说剧情情感什么的不合理，那是你不知道，她阿姨情绪的爆发很合理。经历了这么多，男主长得帅（主要），产生感情很正常。我喜欢这个电影最重要是因为和我看的人。,10,顾辞二,650812901
5,三刷,10,--白鸦--,390586031
5,不管别的人怎么说，个人就是觉得非常好看～,10,苍羽Z,485126391
5,冲冲冲！永远喜欢铃芽之旅,10,初日暮,535148233
5,在看即便也不嫌多!,10,ULTRAMAN语咒焯仁,508582336
5,第一部在电影院看的新海诚的电影，画面很好看，尤其是最后的蚯厄出来时的东京上空很震撼，三年后再见,10,小天使不约,383939674
5,五星！五星！必须五星！就要五星！,10,川木左澈,21729289
6,电影院三刷过，为了等流媒体上线还看过枪版（那玩意就是纯屏摄拉的一批），这次叔叔把版权买了真的很好，谢谢叔叔，不过我还是想问，上个双杜比版本很累吗？这部电影没有双杜比真的看不了一点好歹有杜比全景声啊,10,紫米米和他的小伙伴们,12907585
5,神作！！！,10,张皮Boy_YOYO,387639890
5,新海诚被恋爱的标签束缚住了,8,浪到九重天,200278202
5,诚哥的片子我向来不会怀疑,10,インディーズ,470032203
6,第一部去影院看诚哥的电影，作画质量一如既往的高，唯一缺点就是男女主爱情线有些强行，但后面鼓励年幼的自己那段硬是看哭了，尤其是 我是铃芽的明天  真的绝了，期待诚哥的下一部作品！！！,10,樱空集zqh,182554242
6,666,10,橘子-果子-梨,243825864
6,太好看了吧,10,秋葵上的蚂蚱,34357602
5,没有莫名其妙的感情线，就完美了,8,随便喽_,400734099
6,还行吧，挺好看的,8,クレーター,383215865
6,终于可以在小破站看了，新海诚灾难三部曲每一部都很不错，铃芽剧情可能并不讨一些人喜欢，但画面配乐一定顶级,10,幽兰兮沫,33308246
5,之前在影院看过现在再看一遍感觉也很好，还是有很浓厚的新海诚味道画面音乐一流，不过故事铺垫了很多但却没有很好的收尾，有些虎头蛇尾，不如前两部让人回味,6,-相乐真由-,66889306
5,给两颗星是因为这是我第一次在电影院看的电影，另外两颗是电影视觉效果加分,8,云林浮上,674670473
6,值回票价的新作，虽然有个别方面不尽人意，但总体还是不错的,8,圣爱音的第114514号信徒,305658155
4,\;,10,白风北辰BadCen_233,1397784976
